name,meaning,origin,gender,nationality,language,script,era,notes
Hanan,Compassion,Arabic,girl,sa,ar,Arabic,classic,Motherly
May,Water / Maid,Arabic,girl,sa,ar,Arabic,classic,Short name
Rawan,River feeder,Persian,girl,sa,ar,Arabic,modern,Water
Shaden,Young deer,Arabic,girl,sa,ar,Arabic,classic,Nature
Wajd,Passion,Arabic,girl,sa,ar,Arabic,modern,Love
Lara,Citadel,Latin,girl,sa,ar,Arabic,modern,International
Fay,Shadow / Return,Arabic,girl,sa,ar,Arabic,modern,Short poetic

Mohamed,Praiseworthy,Arabic,boy,eg,ar,Arabic,classic,Overwhelmingly #1 in Egypt
Ahmed,Praiseworthy,Arabic,boy,eg,ar,Arabic,classic,Extremely common
Mahmoud,Praiseworthy,Arabic,boy,eg,ar,Arabic,classic,The "M" trio (Mohamed/Mahmoud/Mustafa)
Youssef,God increases,Hebrew,boy,eg,ar,Arabic,classic,Prophet Yusuf
Mostafa,Chosen one,Arabic,boy,eg,ar,Arabic,classic,Title of Prophet
Ibrahim,Father of many,Hebrew,boy,eg,ar,Arabic,classic,Abraham
Omar,Life,Arabic,boy,eg,ar,Arabic,classic,Sharif (Actor)
Aly,High,Arabic,boy,eg,ar,Arabic,classic,Short spelling of Ali
Hassan,Handsome,Arabic,boy,eg,ar,Arabic,classic,Hassan & Hussein common twins
Hussein,Handsome,Arabic,boy,eg,ar,Arabic,classic,Popular in rural areas
Mina,Steadfast / Love,Coptic,boy,eg,ar,Arabic,classic,Top Christian Coptic name
Kirollos,Lord / Master,Greek,boy,eg,ar,Arabic,classic,Coptic (Cyril)
Fares,Knight,Arabic,boy,eg,ar,Arabic,modern,Chivalry
Malek,King,Arabic,boy,eg,ar,Arabic,modern,King
Seif,Sword,Arabic,boy,eg,ar,Arabic,modern,Seif el-Din
Amr,Long lived,Arabic,boy,eg,ar,Arabic,classic,Amr Diab (Singer)
Karim,Generous,Arabic,boy,eg,ar,Arabic,classic,Virtue
Tarek,Morning star,Arabic,boy,eg,ar,Arabic,classic,Tarek El Moussa
Sherif,Noble / Honored,Arabic,boy,eg,ar,Arabic,classic,High status
Ziad,Abundance,Arabic,boy,eg,ar,Arabic,modern,Growth
Hamza,Lion,Arabic,boy,eg,ar,Arabic,modern,Action hero vibe
Yassin,Quranic letters,Arabic,boy,eg,ar,Arabic,classic,Religious
Adham,Black horse,Arabic,boy,eg,ar,Arabic,modern,Knightly
Mazen,Rain clouds,Arabic,boy,eg,ar,Arabic,modern,Trendy
Moataz,Proud,Arabic,boy,eg,ar,Arabic,classic,Pride
Gamal,Beauty,Arabic,boy,eg,ar,Arabic,classic,Gamal Abdel Nasser (Pronounced with G)
Khaled,Eternal,Arabic,boy,eg,ar,Arabic,classic,Khaled Said
Hisham,Generous,Arabic,boy,eg,ar,Arabic,classic,Noble
Osama,Lion,Arabic,boy,eg,ar,Arabic,classic,Lion
Sameh,Forgiving,Arabic,boy,eg,ar,Arabic,classic,Tolerance
Maged,Glorious,Arabic,boy,eg,ar,Arabic,classic,Pronounced Maged in Egypt
Emad,Support / Pillar,Arabic,boy,eg,ar,Arabic,classic,Religious support
Ayman,Righteous / Lucky,Arabic,boy,eg,ar,Arabic,classic,Right hand
Ashraf,Most noble,Arabic,boy,eg,ar,Arabic,classic,Honor
Wael,Seeking shelter,Arabic,boy,eg,ar,Arabic,classic,Clan name
Eslam,Submission (Islam),Arabic,boy,eg,ar,Arabic,classic,Religious
Hany,Happy,Arabic,boy,eg,ar,Arabic,classic,Joyful
Ramy,Archer,Arabic,boy,eg,ar,Arabic,classic,Rami Malek (Actor)
Shady,Seeker of knowledge / Singer,Arabic,boy,eg,ar,Arabic,classic,Melodious
Nader,Rare,Arabic,boy,eg,ar,Arabic,classic,Unique
Bishoy,High / Exalted,Coptic,boy,eg,ar,Arabic,classic,Coptic Saint
George,Farmer,Greek,boy,eg,ar,Arabic,classic,Coptic favorite
Peter,Rock,Greek,boy,eg,ar,Arabic,classic,Coptic favorite
Michael,Who is like God?,Hebrew,boy,eg,ar,Arabic,classic,Coptic favorite
Yehia,He lives (John),Hebrew,boy,eg,ar,Arabic,classic,Yehia El Fakharany
Salah,Righteousness,Arabic,boy,eg,ar,Arabic,classic,Mo Salah (Football)
Sayed,Master,Arabic,boy,eg,ar,Arabic,classic,Traditional title
Ismail,God hears,Hebrew,boy,eg,ar,Arabic,classic,Khedive Ismail
Marwan,Fragrant tree,Arabic,boy,eg,ar,Arabic,modern,Strong name
Adam,Man / Earth,Hebrew,boy,eg,ar,Arabic,modern,Very popular 2020s
Habiba,Beloved,Arabic,girl,eg,ar,Arabic,modern,Top ranked recently
Farida,Unique,Arabic,girl,eg,ar,Arabic,modern,Vintage revival (Queen Farida)
Mariam,Beloved,Hebrew,girl,eg,ar,Arabic,classic,Used by Muslims & Christians
Jana,Harvest,Arabic,girl,eg,ar,Arabic,modern,Modern favorite
Karma,Justice / Vine,Sanskrit/Arabic,girl,eg,ar,Arabic,modern,Trendy
Malak,Angel,Arabic,girl,eg,ar,Arabic,modern,Soft meaning
Nour,Light,Arabic,girl,eg,ar,Arabic,classic,Unisex mostly girl in EG
Hana,Happiness,Arabic,girl,eg,ar,Arabic,modern,Joy
Layla,Night,Arabic,girl,eg,ar,Arabic,classic,Romantic
Salma,Peaceful,Arabic,girl,eg,ar,Arabic,classic,Safe
Menna,Gift from God,Arabic,girl,eg,ar,Arabic,classic,Short for Mennatullah
Aya,Verse / Miracle,Arabic,girl,eg,ar,Arabic,classic,Quranic verse
Fatma,Captivating,Arabic,girl,eg,ar,Arabic,classic,Traditional favorite
Nada,Dew,Arabic,girl,eg,ar,Arabic,classic,Freshness
Sohaila,Smooth / Easy,Arabic,girl,eg,ar,Arabic,classic,Star name
Khadija,Premature child,Arabic,girl,eg,ar,Arabic,classic,Prophet's first wife
Rokaya,Rise / Spell,Arabic,girl,eg,ar,Arabic,classic,Prophet's daughter
Zeinab,Fragrant flower,Arabic,girl,eg,ar,Arabic,classic,Saintly figure
Hagar,Flight / Stranger,Hebrew,girl,eg,ar,Arabic,classic,Wife of Ibrahim
Yasmin,Jasmine,Persian,girl,eg,ar,Arabic,classic,Flower
Shahd,Honey,Arabic,girl,eg,ar,Arabic,modern,Sweet
Judy,Mountain (Ark landing),Arabic,girl,eg,ar,Arabic,modern,Quranic
Rital,Recitation,Arabic,girl,eg,ar,Arabic,modern,Quranic tone
Talia,Dew of God,Hebrew/Arabic,girl,eg,ar,Arabic,modern,Rising popularity
Gamila,Beautiful,Arabic,girl,eg,ar,Arabic,classic,Pronounced Gamila
Amira,Princess,Arabic,girl,eg,ar,Arabic,classic,Common
Dina,Judged,Hebrew,girl,eg,ar,Arabic,classic,Dina (Dancer)
Mona,Wishes,Arabic,girl,eg,ar,Arabic,classic,Zaki (Actress)
Rania,Gazing,Arabic,girl,eg,ar,Arabic,classic,Queen Rania influence
Eman,Faith,Arabic,girl,eg,ar,Arabic,classic,Virtue
Heba,Gift,Arabic,girl,eg,ar,Arabic,classic,Gift from God
Ghada,Graceful,Arabic,girl,eg,ar,Arabic,classic,Abdel Razek
Sherine,Sweet,Persian,girl,eg,ar,Arabic,classic,Sherine (Singer)
Mai,Water / Maid,Arabic,girl,eg,ar,Arabic,classic,Short
Noha,Wisdom,Arabic,girl,eg,ar,Arabic,classic,Intellect
Reem,Gazelle,Arabic,girl,eg,ar,Arabic,classic,Beauty
Marina,Of the sea,Latin,girl,eg,ar,Arabic,classic,Coptic favorite
Christine,Follower of Christ,Greek,girl,eg,ar,Arabic,classic,Coptic favorite
Sandra,Defender of men,Greek,girl,eg,ar,Arabic,modern,Coptic favorite
Engy,Pearl / Gospel,Greek,girl,eg,ar,Arabic,classic,Coptic (Evangeline)
Nermine,Soft,Persian,girl,eg,ar,Arabic,classic,Fiky
Dalia,Grape vine,Hebrew/Arabic,girl,eg,ar,Arabic,classic,Flower
Shaimaa,Mole / Beauty mark,Arabic,girl,eg,ar,Arabic,classic,Traditional
Naglaa,Wide eyes,Arabic,girl,eg,ar,Arabic,classic,Naglaa Fathi
Samia,Elevated,Arabic,girl,eg,ar,Arabic,classic,Gamal
Ola,High status,Arabic,girl,eg,ar,Arabic,classic,Highness
Asmaa,Names / High,Arabic,girl,eg,ar,Arabic,classic,Traditional
Amina,Trustworthy,Arabic,girl,eg,ar,Arabic,classic,Mother of Prophet
Sara,Princess,Hebrew,girl,eg,ar,Arabic,classic,Universal

Mohammed,Praiseworthy,Arabic,boy,ma,ar,Arabic,classic,King Mohammed VI
Adam,Man / Earth,Hebrew,boy,ma,ar,Arabic,modern,Top #1 modern name
Rayan,Gates of Paradise,Arabic,boy,ma,ar,Arabic,modern,Very popular
Jad,Generosity / Serious,Arabic,boy,ma,ar,Arabic,modern,Short and trendy
Imran,Prosperity,Hebrew,boy,ma,ar,Arabic,modern,Quranic family
Ghali,Precious,Arabic,boy,ma,ar,Arabic,modern,Valuable
Youssef,God increases,Hebrew,boy,ma,ar,Arabic,classic,En-Nesyri (Football)
Hamza,Lion,Arabic,boy,ma,ar,Arabic,classic,Strong classic
Omar,Life,Arabic,boy,ma,ar,Arabic,classic,Popular everywhere
Mehdi,Guided one,Arabic,boy,ma,ar,Arabic,classic,Benatia (Football)
Amine,Trustworthy,Arabic,boy,ma,ar,Arabic,classic,Adli / Harit
Zakaria,God has remembered,Hebrew,boy,ma,ar,Arabic,classic,Aboukhlal
Ayoub,Persecuted / Patience,Hebrew,boy,ma,ar,Arabic,classic,Job (Prophet)
Anas,Friendliness,Arabic,boy,ma,ar,Arabic,classic,Companion name
Ilyas,Lord is my God,Hebrew,boy,ma,ar,Arabic,classic,Elijah
Bilal,Moisture,Arabic,boy,ma,ar,Arabic,classic,Religious
Walid,Newborn,Arabic,boy,ma,ar,Arabic,classic,Regragui (Coach)
Ismail,God hears,Hebrew,boy,ma,ar,Arabic,classic,Moulay Ismail
Yahya,He lives,Hebrew,boy,ma,ar,Arabic,classic,John
Yassine,Quranic letters,Arabic,boy,ma,ar,Arabic,classic,Bounou (Bono)
Soufiane,Devoted,Arabic,boy,ma,ar,Arabic,classic,Boufal
Driss,Interpreter,Arabic,boy,ma,ar,Arabic,classic,Idris (Moulay Idriss)
Hassan,Handsome,Arabic,boy,ma,ar,Arabic,classic,King Hassan II
Brahim,Father of many,Hebrew,boy,ma,ar,Arabic,classic,Diaz (Real Madrid)
Rachid,Rightly guided,Arabic,boy,ma,ar,Arabic,classic,Very common 70s-90s
Adnane,Settler,Arabic,boy,ma,ar,Arabic,classic,Ancestor
Reda,Satisfaction,Arabic,boy,ma,ar,Arabic,classic,Tagnaouti
Saad,Happiness,Arabic,boy,ma,ar,Arabic,classic,Lamjarred (Singer)
Othmane,Baby bustard,Arabic,boy,ma,ar,Arabic,classic,Caliph Uthman
Achraf,Most noble,Arabic,boy,ma,ar,Arabic,classic,Hakimi (PSG)
Karim,Generous,Arabic,boy,ma,ar,Arabic,classic,Benzema (Algerian/Moroccan roots)
Nabil,Noble,Arabic,boy,ma,ar,Arabic,classic,Dirar
Fouad,Heart,Arabic,boy,ma,ar,Arabic,classic,Emotional
Hicham,Generous,Arabic,boy,ma,ar,Arabic,classic,El Guerrouj (Runner)
Mustapha,Chosen one,Arabic,boy,ma,ar,Arabic,classic,Hadji
Aziz,Beloved / Powerful,Arabic,boy,ma,ar,Arabic,classic,Bouhaddouz
Abdelilah,Servant of the God,Arabic,boy,ma,ar,Arabic,classic,Benkirane
Abderrahmane,Servant of the Merciful,Arabic,boy,ma,ar,Arabic,classic,Youssoufi
Khalid,Eternal,Arabic,boy,ma,ar,Arabic,classic,Boutaib
Taha,Quranic letters,Arabic,boy,ma,ar,Arabic,classic,Religious
Aymane,Righteous,Arabic,boy,ma,ar,Arabic,classic,Lucky
Jaouad,Generous,Arabic,boy,ma,ar,Arabic,classic,Zairi
Marouane,Fragrant tree,Arabic,boy,ma,ar,Arabic,classic,Chamakh
Badreddine,Full moon of faith,Arabic,boy,ma,ar,Arabic,classic,Religious compound
Sami,Elevated,Arabic,boy,ma,ar,Arabic,modern,Mmaee
Amir,Prince,Arabic,boy,ma,ar,Arabic,modern,Richardson
Yanis,God is gracious,Hebrew,boy,ma,ar,Arabic,modern,Berber/Hebrew mix popular
Naoufal,Generous / Sea,Arabic,boy,ma,ar,Arabic,classic,Bonus
Mouad,Protected,Arabic,boy,ma,ar,Arabic,classic,Companion
Salim,Safe,Arabic,boy,ma,ar,Arabic,classic,Amallah
Salma,Peaceful,Arabic,girl,ma,ar,Arabic,classic,Princess Salma
Malak,Angel,Arabic,girl,ma,ar,Arabic,modern,Top #1 girl name
Riham,Light rain,Arabic,girl,ma,ar,Arabic,modern,Soft nature
Ines,Pure,Greek,girl,ma,ar,Arabic,modern,French-Arab crossover
Lina,Tender,Arabic,girl,ma,ar,Arabic,modern,Short & International
Aya,Miracle,Arabic,girl,ma,ar,Arabic,classic,Religious
Safae,Purity,Arabic,girl,ma,ar,Arabic,classic,Clear
Marwa,Flint stone,Arabic,girl,ma,ar,Arabic,classic,Mecca mountain
Hiba,Gift,Arabic,girl,ma,ar,Arabic,classic,Gift from God
Ghita,Rain,Arabic,girl,ma,ar,Arabic,classic,Traditional Moroccan (Rita)
Douae,Prayer,Arabic,girl,ma,ar,Arabic,modern,Supplication
Nouhaila,Intelligent,Arabic,girl,ma,ar,Arabic,modern,Diminutive of Nahla
Fatima-Zahra,Captivating Flower,Arabic,girl,ma,ar,Arabic,classic,Most distinct Moroccan name
Khadija,Premature child,Arabic,girl,ma,ar,Arabic,classic,Prophet's wife
Assia,Consoling,Arabic,girl,ma,ar,Arabic,classic,Pharaoh's wife
Rim,Gazelle,Arabic,girl,ma,ar,Arabic,classic,Reem in French spelling
Sara,Princess,Hebrew,girl,ma,ar,Arabic,classic,Universal
Yasmine,Jasmine,Persian,girl,ma,ar,Arabic,classic,Flower
Zineb,Fragrant flower,Arabic,girl,ma,ar,Arabic,classic,Zainab in French spelling
Kaoutar,Abundance,Arabic,girl,ma,ar,Arabic,classic,River in Paradise
Chaimae,Beauty mark,Arabic,girl,ma,ar,Arabic,classic,Shaima in French spelling
Imane,Faith,Arabic,girl,ma,ar,Arabic,classic,Virtue
Houda,Guidance,Arabic,girl,ma,ar,Arabic,classic,Right path
Hasna,Beautiful,Arabic,girl,ma,ar,Arabic,classic,Beauty
Wiam,Harmony,Arabic,girl,ma,ar,Arabic,classic,Agreement
Noura,Light,Arabic,girl,ma,ar,Arabic,classic,Light
Soukaina,Calmness,Arabic,girl,ma,ar,Arabic,classic,Historical
Hajar,Flight,Hebrew,girl,ma,ar,Arabic,classic,Biblical Hagar
Ikram,Hospitality,Arabic,girl,ma,ar,Arabic,classic,Generosity
Meryem,Beloved,Hebrew,girl,ma,ar,Arabic,classic,Mary
Kenza,Treasure,Arabic,girl,ma,ar,Arabic,classic,Very Maghrebi
Nezha,Picnic / Joy,Arabic,girl,ma,ar,Arabic,classic,Bidouane
Latifa,Gentle,Arabic,girl,ma,ar,Arabic,classic,Raafat (Singer)
Samira,Entertaining companion,Arabic,girl,ma,ar,Arabic,classic,Said (Singer)
Nadia,Hope,Slavic/Arabic,girl,ma,ar,Arabic,classic,Common 80s-90s
Loubna,Storax tree,Arabic,girl,ma,ar,Arabic,classic,Abidar
Amal,Hope,Arabic,girl,ma,ar,Arabic,classic,Optimism
Ilham,Inspiration,Arabic,girl,ma,ar,Arabic,classic,Muse
Majda,Glorious,Arabic,girl,ma,ar,Arabic,classic,Glory
Asmae,Names,Arabic,girl,ma,ar,Arabic,classic,Lammnawar
Sanae,Brilliance,Arabic,girl,ma,ar,Arabic,classic,Radiance
Bouchra,Good news,Arabic,girl,ma,ar,Arabic,classic,Joy
Fatiha,Opening,Arabic,girl,ma,ar,Arabic,classic,First chapter of Quran
Amina,Trustworthy,Arabic,girl,ma,ar,Arabic,classic,Faithful
Halima,Gentle,Arabic,girl,ma,ar,Arabic,classic,Traditional
Ouidad,Love / Affection,Arabic,girl,ma,ar,Arabic,classic,Widad in French spelling
Jamila,Beautiful,Arabic,girl,ma,ar,Arabic,classic,Beauty
Karima,Generous,Arabic,girl,ma,ar,Arabic,classic,Feminine of Karim
Lamia,Shining,Arabic,girl,ma,ar,Arabic,classic,Dark lips
Nabila,Noble,Arabic,girl,ma,ar,Arabic,classic,Feminine of Nabil

Alparslan,Hero lion,Turkic,boy,tr,tr,Latin,modern,Historical revival #1 recently
Yusuf,God increases,Hebrew,boy,tr,tr,Latin,classic,Prophet Joseph (Top classic)
Miraç,Ascension,Arabic,boy,tr,tr,Latin,modern,Religious night journey
Eymen,Blessed / Lucky,Arabic,boy,tr,tr,Latin,modern,Top popular 2010s+
Ömer,Life / Populous,Arabic,boy,tr,tr,Latin,classic,Caliph Omar
Mustafa,Chosen one,Arabic,boy,tr,tr,Latin,classic,Atatürk's name
Mehmet,Praiseworthy,Arabic,boy,tr,tr,Latin,classic,Turkish form of Muhammad
Ahmet,Praiseworthy,Arabic,boy,tr,tr,Latin,classic,Ottoman classic
Kerem,Generosity,Arabic,boy,tr,tr,Latin,modern,Bürsin (Actor)
Aras,River,Turkic,boy,tr,tr,Latin,modern,Aras River
Çınar,Plane tree,Turkic,boy,tr,tr,Latin,modern,Symbol of strength/longevity
Emir,Prince / Commander,Arabic,boy,tr,tr,Latin,modern,Kozcuoğlu (Kara Sevda)
Yiğit,Brave / Hero,Turkic,boy,tr,tr,Latin,classic,Valorous
Ayaz,Frost / Dry cold,Turkic,boy,tr,tr,Latin,modern,Nature name
Hamza,Lion / Strong,Arabic,boy,tr,tr,Latin,classic,Uncle of Prophet
Ali,High / Exalted,Arabic,boy,tr,tr,Latin,classic,Alevi & Sunni favorite
Muhammed,Praiseworthy,Arabic,boy,tr,tr,Latin,classic,Prophet's name
Enes,Friendly,Arabic,boy,tr,tr,Latin,classic,Companion of Prophet
Furkan,Criterion,Arabic,boy,tr,tr,Latin,modern,Quranic chapter
İbrahim,Father of many,Hebrew,boy,tr,tr,Latin,classic,Tatlıses (Singer)
Burak,Lightning horse,Arabic,boy,tr,tr,Latin,classic,Özçivit (Actor)
Eren,Saint / Holy,Turkic,boy,tr,tr,Latin,classic,Attack on Titan (Anime) popular
Emre,Friend / Bard,Turkic,boy,tr,tr,Latin,classic,Belözoğlu
Kaan,Ruler / King,Turkic,boy,tr,tr,Latin,classic,Urgent (Artist) / Khan
Mete,Hero,Turkic,boy,tr,tr,Latin,classic,Mete Khan (Huns)
Umut,Hope,Turkic,boy,tr,tr,Latin,classic,Virtue name
Deniz,Sea,Turkic,boy,tr,tr,Latin,classic,Unisex (mostly boy recently)
Rüzgar,Wind,Turkic,boy,tr,tr,Latin,modern,Nature name
Alp,Hero / Brave,Turkic,boy,tr,tr,Latin,classic,Common suffix/prefix
Yağız,Brown / Brave,Turkic,boy,tr,tr,Latin,classic,Handsome dark man
Kuzey,North,Turkic,boy,tr,tr,Latin,modern,Kuzey Güney (Show)
Barlas,Warrior / Hero,Turkic,boy,tr,tr,Latin,modern,Mongol general
Can,Life / Soul,Persian,boy,tr,tr,Latin,classic,Yaman (Actor)
Cem,Ruler / King,Persian,boy,tr,tr,Latin,classic,Yılmaz (Comedian)
Barış,Peace,Turkic,boy,tr,tr,Latin,classic,Arduç (Actor)
Gökhan,Sky ruler,Turkic,boy,tr,tr,Latin,classic,Töre (Football)
Hakan,Emperor,Turkic,boy,tr,tr,Latin,classic,Çalhanoğlu
Serkan,Noble blood,Turkic,boy,tr,tr,Latin,classic,Bolat (Character)
Murat,Wish / Desire,Arabic,boy,tr,tr,Latin,classic,Boz (Singer)
Fatih,Conqueror,Arabic,boy,tr,tr,Latin,classic,Sultan Mehmed II
Osman,Baby bustard,Arabic,boy,tr,tr,Latin,classic,Founder of Ottoman Empire
Süleyman,Peace,Hebrew,boy,tr,tr,Latin,classic,Magnificent Sultan
Selim,Safe / Sound,Arabic,boy,tr,tr,Latin,classic,Grim Sultan
Sinan,Spearhead,Arabic,boy,tr,tr,Latin,classic,Architect Sinan
Orhan,Great ruler,Turkic,boy,tr,tr,Latin,classic,Pamuk (Writer)
Volkan,Volcano,Latin,boy,tr,tr,Latin,modern,Demirel (Keeper)
Uğur,Luck / Omen,Turkic,boy,tr,tr,Latin,classic,Şahin (Scientist)
Onur,Honor,Latin,boy,tr,tr,Latin,classic,Tuna (Actor)
Ozan,Bard / Poet,Turkic,boy,tr,tr,Latin,classic,Traditional singer
Çağatay,Unknown,Mongol,boy,tr,tr,Latin,classic,Ulusoy (Actor)
Zeynep,Precious gem,Arabic,girl,tr,tr,Latin,classic,Consistently #1 girl name
Elif,First letter (Aleph),Arabic,girl,tr,tr,Latin,classic,Slender girl
Defne,Laurel tree,Greek,girl,tr,tr,Latin,modern,Nature name
Asel,Honey,Arabic,girl,tr,tr,Latin,modern,Quranic river of honey
Azra,Virgin,Arabic,girl,tr,tr,Latin,modern,Epithet of Mary
Eylül,September,Arabic,girl,tr,tr,Latin,modern,Autumn vibe
Nehir,River,Arabic,girl,tr,tr,Latin,modern,Flowing water
Eslem,Safe / Secure,Arabic,girl,tr,tr,Latin,modern,Religious
Asya,Asia,Greek,girl,tr,tr,Latin,modern,Continent name
Meryem,Beloved / Bitter,Hebrew,girl,tr,tr,Latin,classic,Mother of Jesus
Zehra,Flower / Bright,Arabic,girl,tr,tr,Latin,classic,Güneş (Volleyball)
Ebrar,Virtuous,Arabic,girl,tr,tr,Latin,modern,Karakurt (Volleyball)
Ayşe,Alive / Well,Arabic,girl,tr,tr,Latin,classic,Traditional favorite
Fatma,Weaning,Arabic,girl,tr,tr,Latin,classic,Traditional
Hatice,Premature child,Arabic,girl,tr,tr,Latin,classic,Traditional
Emine,Trustworthy,Arabic,girl,tr,tr,Latin,classic,Erdoğan (First Lady)
Gamze,Dimple,Turkic,girl,tr,tr,Latin,classic,Erçel (Hande)
Gizem,Mystery,Greek,girl,tr,tr,Latin,modern,Karaca
Merve,Pebble,Arabic,girl,tr,tr,Latin,classic,Mecca mountain (Marwa)
Büşra,Good news,Arabic,girl,tr,tr,Latin,classic,Religious
Aleyna,Upon us,Arabic,girl,tr,tr,Latin,modern,Tilki (Singer)
Yağmur,Rain,Turkic,girl,tr,tr,Latin,modern,Nature name
Damla,Drop (of water),Turkic,girl,tr,tr,Latin,modern,Sönmez
Derya,Ocean / Sea,Persian,girl,tr,tr,Latin,classic,Baykal
Ebru,Marbling art,Persian,girl,tr,tr,Latin,classic,Gündeş
Ece,Queen,Turkic,girl,tr,tr,Latin,classic,Seçkin
Ela,Hazel (eyes),Turkic,girl,tr,tr,Latin,modern,Eye color
Esra,Night journey,Arabic,girl,tr,tr,Latin,classic,Bilgiç
Hande,Smile,Persian,girl,tr,tr,Latin,classic,Erçel
Hilal,Crescent moon,Arabic,girl,tr,tr,Latin,classic,Altınbilek
İrem,Garden in heaven,Arabic,girl,tr,tr,Latin,modern,Derici
Leyla,Night,Arabic,girl,tr,tr,Latin,classic,Majnun & Leyla
Melis,Bee / Honey,Greek,girl,tr,tr,Latin,modern,Sezen
Mine,Enamel / Flower,Persian,girl,tr,tr,Latin,classic,Tugay
Nur,Light,Arabic,girl,tr,tr,Latin,classic,Fettahoğlu
Özge,Different / Unique,Turkic,girl,tr,tr,Latin,classic,Özpirinçci
Pelin,Wormwood,Greek,girl,tr,tr,Latin,modern,Karahan
Pınar,Spring water,Turkic,girl,tr,tr,Latin,classic,Altuğ
Seda,Echo / Voice,Arabic,girl,tr,tr,Latin,classic,Sayan
Selin,Flowing water,Turkic,girl,tr,tr,Latin,modern,Şekerci
Sıla,Reunion,Arabic,girl,tr,tr,Latin,classic,Gençoğlu
Sinem,My bosom / Heart,Persian,girl,tr,tr,Latin,classic,Kobal
Tuğba,Tree in heaven,Arabic,girl,tr,tr,Latin,classic,Büyüküstün
Yasemin,Jasmine,Persian,girl,tr,tr,Latin,classic,Allen
Ceyda,Benevolent,Arabic,girl,tr,tr,Latin,classic,Ateş
Begüm,Lady / Princess,Persian,girl,tr,tr,Latin,classic,Kütük
İlayda,Water fairy,Turkic,girl,tr,tr,Latin,modern,Alişan
Ceren,Baby gazelle,Mongol,girl,tr,tr,Latin,classic,Moray
Burcu,Scent / Fragrance,Turkic,girl,tr,tr,Latin,classic,Özberk
